V (MPH);J;Pe;Ct;Cp;PWR (HP);Torque (IN.LBF);Thrust (LBF);DIAMETER (IN);PITCH (IN);TYPE;BLADE(nb);COMP;RPM
88.4;0.56;0.8228;0.0345;0.0233;1.28;5.763;4.467;12;5.5;MR;2;6;13999
92.3;0.58;0.8208;0.029;0.0205;1.127;5.072;3.758;12;5.5;MR;2;6;13999
96.1;0.6;0.8044;0.0234;0.0176;0.967;4.352;3.034;12;5.5;MR;2;6;13999
100.0;0.63;0.7619;0.0177;0.0146;0.803;3.616;2.296;12;5.5;MR;2;6;13999
103.8;0.65;0.6707;0.0119;0.0116;0.636;2.865;1.542;12;5.5;MR;2;6;13999
107.6;0.68;0.4715;0.006;0.0086;0.472;2.125;0.775;12;5.5;MR;2;6;13999
111.5;0.7;0.0001;0.0;0.006;0.331;1.489;0.0;12;5.5;MR;2;6;13999
0.0;0.0;0.0;0.1212;0.0592;3.999;16.805;18.012;12;5.5;MR;2;6;15000
4.1;0.02;0.0503;0.1201;0.0577;3.895;16.367;17.85;12;5.5;MR;2;6;15000
8.2;0.05;0.1022;0.1188;0.0562;3.794;15.942;17.659;12;5.5;MR;2;6;15000
12.3;0.07;0.155;0.1173;0.0548;3.704;15.561;17.437;12;5.5;MR;2;6;15000
16.5;0.1;0.2083;0.1156;0.0536;3.62;15.209;17.176;12;5.5;MR;2;6;15000
20.6;0.12;0.2617;0.1135;0.0524;3.538;14.864;16.87;12;5.5;MR;2;6;15000
24.7;0.14;0.3147;0.1111;0.0511;3.455;14.517;16.508;12;5.5;MR;2;6;15000
28.8;0.17;0.3662;0.1081;0.0499;3.371;14.164;16.067;12;5.5;MR;2;6;15000
32.9;0.19;0.4159;0.1048;0.0487;3.288;13.816;15.574;12;5.5;MR;2;6;15000
37.0;0.22;0.4618;0.1012;0.0476;3.218;13.521;15.043;12;5.5;MR;2;6;15000
41.2;0.24;0.5043;0.0975;0.0467;3.152;13.245;14.484;12;5.5;MR;2;6;15000
45.3;0.27;0.5438;0.0935;0.0457;3.085;12.962;13.894;12;5.5;MR;2;6;15000
49.4;0.29;0.5807;0.0893;0.0446;3.011;12.653;13.276;12;5.5;MR;2;6;15000
53.5;0.31;0.615;0.085;0.0434;2.93;12.313;12.63;12;5.5;MR;2;6;15000
57.6;0.34;0.6467;0.0805;0.0421;2.844;11.951;11.971;12;5.5;MR;2;6;15000
61.7;0.36;0.6762;0.076;0.0407;2.75;11.556;11.295;12;5.5;MR;2;6;15000
65.9;0.39;0.7036;0.0713;0.0392;2.647;11.12;10.602;12;5.5;MR;2;6;15000
70.0;0.41;0.7289;0.0666;0.0375;2.533;10.641;9.894;12;5.5;MR;2;6;15000
74.1;0.43;0.7521;0.0617;0.0356;2.408;10.118;9.167;12;5.5;MR;2;6;15000
78.2;0.46;0.773;0.0567;0.0336;2.272;9.546;8.421;12;5.5;MR;2;6;15000
82.3;0.48;0.7909;0.0515;0.0315;2.125;8.929;7.656;12;5.5;MR;2;6;15000
86.4;0.51;0.8052;0.0462;0.0291;1.967;8.266;6.873;12;5.5;MR;2;6;15000
90.6;0.53;0.8151;0.0409;0.0266;1.799;7.56;6.074;12;5.5;MR;2;6;15000
94.7;0.56;0.8184;0.0354;0.024;1.623;6.82;5.262;12;5.5;MR;2;6;15000
98.8;0.58;0.8112;0.0299;0.0214;1.442;6.061;4.442;12;5.5;MR;2;6;15000
102.9;0.6;0.7878;0.0241;0.0184;1.245;5.233;3.575;12;5.5;MR;2;6;15000
107.0;0.63;0.7377;0.0182;0.0155;1.048;4.404;2.71;12;5.5;MR;2;6;15000
111.1;0.65;0.6348;0.0123;0.0126;0.851;3.576;1.823;12;5.5;MR;2;6;15000
115.3;0.68;0.4184;0.0062;0.01;0.677;2.844;0.921;12;5.5;MR;2;6;15000
119.4;0.7;-0.0004;0.0;0.0077;0.518;2.176;-0.001;12;5.5;MR;2;6;15000
0.0;0.0;0.0;0.123;0.0591;4.842;19.072;20.799;12;5.5;MR;2;6;16000
4.4;0.02;0.051;0.1227;0.058;4.755;18.729;20.753;12;5.5;MR;2;6;16000
8.8;0.05;0.1034;0.1222;0.0569;4.669;18.391;20.669;12;5.5;MR;2;6;16000
13.1;0.07;0.1566;0.1211;0.0559;4.58;18.043;20.476;12;5.5;MR;2;6;16000
17.5;0.1;0.21;0.1193;0.0547;4.484;17.665;20.17;12;5.5;MR;2;6;16000
21.9;0.12;0.2644;0.117;0.0533;4.369;17.211;19.793;12;5.5;MR;2;6;16000
26.3;0.14;0.3142;0.1144;0.0526;4.315;16.996;19.353;12;5.5;MR;2;6;16000
30.6;0.17;0.3645;0.1113;0.0515;4.219;16.619;18.82;12;5.5;MR;2;6;16000
35.0;0.19;0.4115;0.1078;0.0505;4.139;16.302;18.237;12;5.5;MR;2;6;16000
39.4;0.22;0.4577;0.1042;0.0493;4.045;15.932;17.62;12;5.5;MR;2;6;16000
43.8;0.24;0.4992;0.1003;0.0484;3.968;15.63;16.969;12;5.5;MR;2;6;16000
48.2;0.26;0.5385;0.0963;0.0474;3.882;15.293;16.282;12;5.5;MR;2;6;16000
52.5;0.29;0.5754;0.092;0.0462;3.788;14.922;15.56;12;5.5;MR;2;6;16000
56.9;0.31;0.61;0.0875;0.0449;3.683;14.51;14.805;12;5.5;MR;2;6;16000
61.3;0.34;0.642;0.083;0.0436;3.572;14.069;14.031;12;5.5;MR;2;6;16000
65.7;0.36;0.6719;0.0783;0.0421;3.45;13.59;13.237;12;5.5;MR;2;6;16000
70.0;0.39;0.6995;0.0735;0.0405;3.319;13.075;12.431;12;5.5;MR;2;6;16000
74.4;0.41;0.725;0.0686;0.0387;3.177;12.513;11.605;12;5.5;MR;2;6;16000
78.8;0.43;0.7474;0.0636;0.0369;3.025;11.917;10.761;12;5.5;MR;2;6;16000
83.2;0.46;0.7671;0.0585;0.0349;2.861;11.269;9.895;12;5.5;MR;2;6;16000
87.6;0.48;0.7838;0.0533;0.0327;2.683;10.567;9.006;12;5.5;MR;2;6;16000
91.9;0.51;0.7968;0.0479;0.0304;2.491;9.811;8.096;12;5.5;MR;2;6;16000
96.3;0.53;0.805;0.0424;0.0279;2.285;9.002;7.163;12;5.5;MR;2;6;16000
100.7;0.55;0.8023;0.0368;0.0254;2.08;8.193;6.215;12;5.5;MR;2;6;16000
105.1;0.58;0.7887;0.0311;0.0228;1.866;7.349;5.252;12;5.5;MR;2;6;16000
109.4;0.6;0.7582;0.0252;0.02;1.641;6.465;4.263;12;5.5;MR;2;6;16000
113.8;0.63;0.6997;0.0193;0.0172;1.413;5.568;3.258;12;5.5;MR;2;6;16000
118.2;0.65;0.595;0.0131;0.0144;1.177;4.637;2.222;12;5.5;MR;2;6;16000
122.6;0.67;0.4077;0.007;0.0116;0.954;3.757;1.19;12;5.5;MR;2;6;16000
127.0;0.7;-0.0054;-0.0001;0.0091;0.745;2.934;-0.012;12;5.5;MR;2;6;16000
0.0;0.0;0.0;0.1226;0.056;5.504;20.406;23.409;12;5.5;MR;2;6;17000
4.6;0.02;0.0523;0.1226;0.0562;5.525;20.484;23.41;12;5.5;MR;2;6;17000
9.3;0.05;0.1042;0.1226;0.0564;5.547;20.564;23.408;12;5.5;MR;2;6;17000
13.9;0.07;0.1557;0.1225;0.0566;5.564;20.629;23.393;12;5.5;MR;2;6;17000
18.5;0.1;0.2068;0.1224;0.0567;5.579;20.682;23.36;12;5.5;MR;2;6;17000
23.2;0.12;0.2575;0.1217;0.0566;5.569;20.647;23.225;12;5.5;MR;2;6;17000
27.8;0.14;0.3055;0.12;0.0565;5.553;20.589;22.901;12;5.5;MR;2;6;17000
32.4;0.17;0.3512;0.1174;0.0561;5.515;20.447;22.409;12;5.5;MR;2;6;17000
37.0;0.19;0.3949;0.1142;0.0554;5.453;20.215;21.794;12;5.5;MR;2;6;17000
41.7;0.22;0.4359;0.1107;0.0548;5.387;19.971;21.127;12;5.5;MR;2;6;17000
46.3;0.24;0.4748;0.1069;0.054;5.31;19.685;20.415;12;5.5;MR;2;6;17000
50.9;0.26;0.5082;0.1028;0.0534;5.247;19.451;19.628;12;5.5;MR;2;6;17000
55.6;0.29;0.5498;0.0982;0.0514;5.053;18.735;18.748;12;5.5;MR;2;6;17000
60.2;0.31;0.5847;0.0934;0.0498;4.893;18.141;17.823;12;5.5;MR;2;6;17000
64.8;0.34;0.6174;0.0883;0.048;4.722;17.508;16.864;12;5.5;MR;2;6;17000
69.5;0.36;0.6475;0.0832;0.0462;4.543;16.841;15.879;12;5.5;MR;2;6;17000
74.1;0.38;0.6752;0.078;0.0443;4.359;16.16;14.896;12;5.5;MR;2;6;17000
78.7;0.41;0.7008;0.0728;0.0423;4.163;15.433;13.896;12;5.5;MR;2;6;17000
83.4;0.43;0.7239;0.0674;0.0402;3.952;14.653;12.872;12;5.5;MR;2;6;17000
88.0;0.46;0.7445;0.0619;0.0379;3.725;13.81;11.819;12;5.5;MR;2;6;17000
92.6;0.48;0.7622;0.0563;0.0354;3.48;12.901;10.739;12;5.5;MR;2;6;17000
97.2;0.5;0.7767;0.0505;0.0327;3.217;11.928;9.635;12;5.5;MR;2;6;17000
101.9;0.53;0.7846;0.0446;0.03;2.947;10.926;8.512;12;5.5;MR;2;6;17000
106.5;0.55;0.7754;0.0386;0.0274;2.698;10.004;7.367;12;5.5;MR;2;6;17000
111.1;0.58;0.7715;0.0328;0.0244;2.403;8.909;6.255;12;5.5;MR;2;6;17000
115.8;0.6;0.747;0.0268;0.0215;2.111;7.825;5.107;12;5.5;MR;2;6;17000
120.4;0.62;0.6929;0.0206;0.0186;1.827;6.772;3.942;12;5.5;MR;2;6;17000
125.0;0.65;0.5432;0.014;0.0167;1.644;6.095;2.678;12;5.5;MR;2;6;17000
129.7;0.67;0.3386;0.0068;0.0136;1.333;4.941;1.305;12;5.5;MR;2;6;17000
134.3;0.7;-0.0092;-0.0001;0.0105;1.03;3.819;-0.027;12;5.5;MR;2;6;17000
0.0;0.0;0.0;0.1216;0.06;7.004;24.523;26.025;12;5.5;MR;2;6;18000
4.9;0.02;0.0488;0.1215;0.0599;6.988;24.469;26.001;12;5.5;MR;2;6;18000
9.8;0.05;0.0976;0.1214;0.0597;6.975;24.421;25.974;12;5.5;MR;2;6;18000
14.7;0.07;0.1465;0.1212;0.0596;6.96;24.369;25.944;12;5.5;MR;2;6;18000
19.7;0.1;0.1955;0.1211;0.0595;6.947;24.324;25.91;12;5.5;MR;2;6;18000
24.6;0.12;0.2444;0.1209;0.0594;6.934;24.28;25.872;12;5.5;MR;2;6;18000
29.5;0.14;0.2923;0.1207;0.0595;6.949;24.331;25.833;12;5.5;MR;2;6;18000
34.4;0.17;0.3356;0.1195;0.0599;6.991;24.478;25.58;12;5.5;MR;2;6;18000
39.3;0.19;0.3766;0.117;0.0597;6.972;24.413;25.051;12;5.5;MR;2;6;18000
44.2;0.22;0.416;0.1141;0.0593;6.921;24.234;24.416;12;5.5;MR;2;6;18000
49.1;0.24;0.4539;0.1107;0.0586;6.843;23.96;23.702;12;5.5;MR;2;6;18000
54.1;0.26;0.49;0.107;0.0577;6.735;23.583;22.896;12;5.5;MR;2;6;18000
59.0;0.29;0.5251;0.1026;0.0563;6.576;23.027;21.962;12;5.5;MR;2;6;18000
63.9;0.31;0.5583;0.0977;0.0546;6.379;22.337;20.909;12;5.5;MR;2;6;18000
68.8;0.34;0.5894;0.0926;0.0529;6.17;21.605;19.822;12;5.5;MR;2;6;18000
73.7;0.36;0.6178;0.0874;0.051;5.95;20.833;18.7;12;5.5;MR;2;6;18000
78.6;0.38;0.6442;0.0819;0.0489;5.708;19.987;17.539;12;5.5;MR;2;6;18000
83.5;0.41;0.6687;0.0764;0.0467;5.449;19.078;16.355;12;5.5;MR;2;6;18000
88.5;0.43;0.6909;0.0708;0.0443;5.174;18.115;15.155;12;5.5;MR;2;6;18000
93.4;0.46;0.7106;0.0651;0.0418;4.884;17.101;13.939;12;5.5;MR;2;6;18000
98.3;0.48;0.7278;0.0594;0.0392;4.578;16.031;12.714;12;5.5;MR;2;6;18000
103.2;0.5;0.7333;0.0535;0.0368;4.299;15.053;11.456;12;5.5;MR;2;6;18000
108.1;0.53;0.7274;0.0476;0.0346;4.035;14.128;10.181;12;5.5;MR;2;6;18000
113.0;0.55;0.7131;0.0415;0.0322;3.757;13.154;8.888;12;5.5;MR;2;6;18000
117.9;0.58;0.6903;0.035;0.0293;3.415;11.957;7.495;12;5.5;MR;2;6;18000
122.8;0.6;0.6469;0.0284;0.0264;3.077;10.774;6.076;12;5.5;MR;2;6;18000
127.8;0.62;0.579;0.0214;0.0231;2.697;9.445;4.584;12;5.5;MR;2;6;18000
132.7;0.65;0.4704;0.0144;0.0198;2.313;8.098;3.075;12;5.5;MR;2;6;18000
137.6;0.67;0.3706;0.0076;0.0137;1.602;5.608;1.618;12;5.5;MR;2;6;18000
142.5;0.7;-0.0102;-0.0002;0.0116;1.354;4.739;-0.036;12;5.5;MR;2;6;18000
0.0;0.0;0.0;0.119;0.0572;7.853;26.048;28.374;12;5.5;MR;2;6;19000
5.1;0.02;0.0489;0.1188;0.0578;7.932;26.313;28.319;12;5.5;MR;2;6;19000
10.3;0.05;0.0965;0.1185;0.0584;8.016;26.589;28.261;12;5.5;MR;2;6;19000
15.4;0.07;0.1429;0.1182;0.059;8.098;26.862;28.191;12;5.5;MR;2;6;19000
20.5;0.1;0.1881;0.1179;0.0596;8.185;27.151;28.121;12;5.5;MR;2;6;19000
25.7;0.12;0.232;0.1176;0.0603;8.272;27.44;28.04;12;5.5;MR;2;6;19000
30.8;0.14;0.2745;0.1172;0.0609;8.363;27.742;27.957;12;5.5;MR;2;6;19000
35.9;0.17;0.3161;0.1168;0.0615;8.444;28.011;27.863;12;5.5;MR;2;6;19000
41.1;0.19;0.3578;0.1159;0.0616;8.456;28.049;27.635;12;5.5;MR;2;6;19000
46.2;0.21;0.3987;0.1135;0.0609;8.361;27.733;27.058;12;5.5;MR;2;6;19000
51.3;0.24;0.4381;0.1103;0.0599;8.22;27.267;26.312;12;5.5;MR;2;6;19000
56.5;0.26;0.4752;0.1065;0.0586;8.046;26.69;25.396;12;5.5;MR;2;6;19000
61.6;0.29;0.5098;0.1021;0.0572;7.847;26.03;24.357;12;5.5;MR;2;6;19000
66.7;0.31;0.5405;0.0978;0.0559;7.68;25.476;23.332;12;5.5;MR;2;6;19000
71.9;0.33;0.5673;0.0935;0.0549;7.531;24.982;22.298;12;5.5;MR;2;6;19000
77.0;0.36;0.5902;0.0889;0.0537;7.372;24.454;21.193;12;5.5;MR;2;6;19000
82.1;0.38;0.6119;0.0836;0.052;7.139;23.679;19.947;12;5.5;MR;2;6;19000
87.3;0.4;0.6371;0.078;0.0494;6.789;22.52;18.59;12;5.5;MR;2;6;19000
92.4;0.43;0.6582;0.0721;0.0469;6.432;21.337;17.185;12;5.5;MR;2;6;19000
97.5;0.45;0.6764;0.066;0.0441;6.049;20.065;15.733;12;5.5;MR;2;6;19000
102.6;0.48;0.6907;0.0599;0.0412;5.659;18.771;14.278;12;5.5;MR;2;6;19000
107.8;0.5;0.6943;0.054;0.0388;5.327;17.67;12.869;12;5.5;MR;2;6;19000
112.9;0.52;0.6901;0.0478;0.0363;4.978;16.514;11.409;12;5.5;MR;2;6;19000
118.0;0.55;0.6771;0.0416;0.0336;4.611;15.295;9.918;12;5.5;MR;2;6;19000
123.2;0.57;0.6557;0.0351;0.0305;4.192;13.906;8.368;12;5.5;MR;2;6;19000
128.3;0.59;0.6051;0.0285;0.028;3.84;12.736;6.791;12;5.5;MR;2;6;19000
133.4;0.62;0.5378;0.0217;0.0249;3.416;11.332;5.163;12;5.5;MR;2;6;19000
138.6;0.64;0.4406;0.0147;0.0214;2.943;9.761;3.509;12;5.5;MR;2;6;19000
143.7;0.67;0.3056;0.0079;0.0173;2.374;7.876;1.893;12;5.5;MR;2;6;19000
148.8;0.69;-0.0167;-0.0003;0.013;1.787;5.927;-0.075;12;5.5;MR;2;6;19000
0.0;0.0;0.0;0.0901;0.0314;0.007;0.232;0.323;13;4.5;MR;2;7;2000
0.5;0.02;0.0568;0.0885;0.0316;0.007;0.233;0.317;13;4.5;MR;2;7;2000
1.0;0.04;0.1109;0.0867;0.0316;0.007;0.234;0.311;13;4.5;MR;2;7;2000
1.5;0.06;0.1624;0.0847;0.0317;0.007;0.234;0.304;13;4.5;MR;2;7;2000
2.0;0.08;0.2112;0.0827;0.0317;0.007;0.234;0.296;13;4.5;MR;2;7;2000
2.5;0.1;0.2574;0.0806;0.0317;0.007;0.234;0.289;13;4.5;MR;2;7;2000
3.0;0.12;0.3007;0.0783;0.0316;0.007;0.234;0.281;13;4.5;MR;2;7;2000
3.5;0.14;0.3413;0.0759;0.0315;0.007;0.233;0.272;13;4.5;MR;2;7;2000
4.0;0.16;0.3791;0.0734;0.0314;0.007;0.232;0.263;13;4.5;MR;2;7;2000
4.5;0.18;0.414;0.0708;0.0312;0.007;0.23;0.254;13;4.5;MR;2;7;2000
5.0;0.2;0.4461;0.0681;0.0309;0.007;0.228;0.244;13;4.5;MR;2;7;2000
5.5;0.22;0.4754;0.0653;0.0306;0.007;0.226;0.234;13;4.5;MR;2;7;2000
6.0;0.24;0.5021;0.0624;0.0302;0.007;0.223;0.224;13;4.5;MR;2;7;2000
6.5;0.26;0.5261;0.0594;0.0297;0.007;0.22;0.213;13;4.5;MR;2;7;2000
7.0;0.28;0.5477;0.0564;0.0292;0.007;0.215;0.202;13;4.5;MR;2;7;2000
7.4;0.3;0.5671;0.0533;0.0286;0.007;0.211;0.191;13;4.5;MR;2;7;2000
7.9;0.32;0.5843;0.0503;0.0279;0.007;0.206;0.18;13;4.5;MR;2;7;2000
8.4;0.34;0.5992;0.0471;0.0271;0.006;0.2;0.169;13;4.5;MR;2;7;2000
8.9;0.36;0.6116;0.0437;0.0261;0.006;0.192;0.157;13;4.5;MR;2;7;2000
9.4;0.38;0.622;0.0403;0.0249;0.006;0.184;0.144;13;4.5;MR;2;7;2000
9.9;0.4;0.6297;0.0367;0.0236;0.006;0.174;0.131;13;4.5;MR;2;7;2000
10.4;0.43;0.6342;0.033;0.0221;0.005;0.163;0.118;13;4.5;MR;2;7;2000
10.9;0.45;0.6347;0.0292;0.0205;0.005;0.151;0.105;13;4.5;MR;2;7;2000
11.4;0.47;0.6294;0.0253;0.0187;0.004;0.138;0.091;13;4.5;MR;2;7;2000
11.9;0.49;0.6161;0.0213;0.0168;0.004;0.124;0.076;13;4.5;MR;2;7;2000
12.4;0.51;0.5906;0.0173;0.0148;0.003;0.109;0.062;13;4.5;MR;2;7;2000
12.9;0.53;0.5446;0.0131;0.0126;0.003;0.093;0.047;13;4.5;MR;2;7;2000
13.4;0.55;0.4586;0.0088;0.0105;0.002;0.077;0.032;13;4.5;MR;2;7;2000
13.9;0.57;0.2998;0.0044;0.0084;0.002;0.062;0.016;13;4.5;MR;2;7;2000
14.4;0.59;-0.002;0.0;0.0063;0.001;0.046;0.0;13;4.5;MR;2;7;2000
0.0;0.0;0.0;0.09;0.0313;0.025;0.521;0.725;13;4.5;MR;2;7;3000
0.7;0.02;0.0563;0.0883;0.0315;0.025;0.523;0.712;13;4.5;MR;2;7;3000
1.5;0.04;0.11;0.0865;0.0316;0.025;0.524;0.698;13;4.5;MR;2;7;3000
2.2;0.06;0.1612;0.0846;0.0316;0.025;0.525;0.682;13;4.5;MR;2;7;3000
3.0;0.08;0.2096;0.0826;0.0316;0.025;0.526;0.666;13;4.5;MR;2;7;3000
3.7;0.1;0.2554;0.0805;0.0316;0.025;0.526;0.649;13;4.5;MR;2;7;3000
4.4;0.12;0.2985;0.0783;0.0316;0.025;0.525;0.631;13;4.5;MR;2;7;3000
5.2;0.14;0.3388;0.0759;0.0315;0.025;0.523;0.612;13;4.5;MR;2;7;3000
5.9;0.16;0.3764;0.0735;0.0313;0.025;0.521;0.593;13;4.5;MR;2;7;3000
6.6;0.18;0.4112;0.0709;0.0312;0.025;0.518;0.572;13;4.5;MR;2;7;3000
7.4;0.2;0.4432;0.0683;0.0309;0.024;0.514;0.55;13;4.5;MR;2;7;3000
8.1;0.22;0.4725;0.0655;0.0306;0.024;0.508;0.528;13;4.5;MR;2;7;3000
8.9;0.24;0.4993;0.0627;0.0302;0.024;0.502;0.505;13;4.5;MR;2;7;3000
9.6;0.26;0.5234;0.0597;0.0298;0.024;0.495;0.481;13;4.5;MR;2;7;3000
10.3;0.28;0.5451;0.0567;0.0292;0.023;0.485;0.457;13;4.5;MR;2;7;3000
11.1;0.3;0.5644;0.0536;0.0286;0.023;0.475;0.432;13;4.5;MR;2;7;3000
11.8;0.32;0.5813;0.0504;0.0278;0.022;0.462;0.406;13;4.5;MR;2;7;3000
12.5;0.34;0.5959;0.0471;0.0269;0.021;0.448;0.38;13;4.5;MR;2;7;3000
13.3;0.36;0.6084;0.0437;0.0259;0.021;0.431;0.352;13;4.5;MR;2;7;3000
14.0;0.38;0.6186;0.0401;0.0247;0.02;0.411;0.324;13;4.5;MR;2;7;3000
14.8;0.4;0.6263;0.0365;0.0234;0.019;0.389;0.295;13;4.5;MR;2;7;3000
15.5;0.42;0.6307;0.0328;0.0219;0.017;0.365;0.265;13;4.5;MR;2;7;3000
16.2;0.44;0.6309;0.029;0.0203;0.016;0.337;0.234;13;4.5;MR;2;7;3000
17.0;0.46;0.6256;0.0251;0.0185;0.015;0.307;0.202;13;4.5;MR;2;7;3000
17.7;0.48;0.6119;0.0211;0.0166;0.013;0.276;0.17;13;4.5;MR;2;7;3000
18.5;0.5;0.5851;0.017;0.0146;0.012;0.242;0.137;13;4.5;MR;2;7;3000
19.2;0.52;0.5369;0.0128;0.0124;0.01;0.207;0.103;13;4.5;MR;2;7;3000
19.9;0.54;0.45;0.0086;0.0103;0.008;0.172;0.069;13;4.5;MR;2;7;3000
20.7;0.56;0.2931;0.0043;0.0082;0.007;0.137;0.035;13;4.5;MR;2;7;3000
21.4;0.58;-0.0054;-0.0001;0.0061;0.005;0.102;0.0;13;4.5;MR;2;7;3000
0.0;0.0;0.0;0.0901;0.0306;0.057;0.905;1.292;13;4.5;MR;2;7;4000
1.0;0.02;0.0576;0.0884;0.0308;0.058;0.909;1.268;13;4.5;MR;2;7;4000
2.0;0.04;0.1125;0.0866;0.0308;0.058;0.911;1.242;13;4.5;MR;2;7;4000
2.9;0.06;0.1648;0.0847;0.0309;0.058;0.913;1.215;13;4.5;MR;2;7;4000
3.9;0.08;0.2144;0.0827;0.0309;0.058;0.913;1.186;13;4.5;MR;2;7;4000
4.9;0.1;0.2613;0.0806;0.0309;0.058;0.912;1.155;13;4.5;MR;2;7;4000
5.9;0.12;0.3056;0.0784;0.0308;0.058;0.91;1.123;13;4.5;MR;2;7;4000
6.9;0.14;0.3473;0.076;0.0307;0.058;0.906;1.089;13;4.5;MR;2;7;4000
7.9;0.16;0.3862;0.0735;0.0305;0.057;0.901;1.054;13;4.5;MR;2;7;4000
8.8;0.18;0.4224;0.071;0.0303;0.057;0.894;1.017;13;4.5;MR;2;7;4000
9.8;0.2;0.456;0.0683;0.03;0.056;0.885;0.978;13;4.5;MR;2;7;4000
10.8;0.22;0.4869;0.0655;0.0296;0.056;0.875;0.938;13;4.5;MR;2;7;4000
11.8;0.24;0.5153;0.0626;0.0292;0.055;0.862;0.897;13;4.5;MR;2;7;4000
12.8;0.26;0.5412;0.0596;0.0287;0.054;0.847;0.854;13;4.5;MR;2;7;4000
13.7;0.28;0.5645;0.0565;0.0281;0.053;0.829;0.81;13;4.5;MR;2;7;4000
14.7;0.3;0.5852;0.0534;0.0274;0.051;0.809;0.765;13;4.5;MR;2;7;4000
15.7;0.32;0.6035;0.0502;0.0266;0.05;0.786;0.719;13;4.5;MR;2;7;4000
16.7;0.34;0.6195;0.0468;0.0257;0.048;0.76;0.671;13;4.5;MR;2;7;4000
17.7;0.36;0.6331;0.0434;0.0247;0.046;0.729;0.621;13;4.5;MR;2;7;4000
18.7;0.38;0.6439;0.0398;0.0235;0.044;0.695;0.571;13;4.5;MR;2;7;4000
19.6;0.4;0.6515;0.0362;0.0222;0.042;0.657;0.518;13;4.5;MR;2;7;4000
20.6;0.42;0.6558;0.0324;0.0208;0.039;0.614;0.465;13;4.5;MR;2;7;4000
21.6;0.44;0.6555;0.0286;0.0192;0.036;0.568;0.41;13;4.5;MR;2;7;4000
22.6;0.46;0.6492;0.0247;0.0175;0.033;0.518;0.355;13;4.5;MR;2;7;4000
23.6;0.48;0.6338;0.0208;0.0158;0.03;0.466;0.298;13;4.5;MR;2;7;4000
24.6;0.5;0.6037;0.0168;0.0139;0.026;0.41;0.24;13;4.5;MR;2;7;4000
25.5;0.52;0.5503;0.0127;0.012;0.022;0.354;0.181;13;4.5;MR;2;7;4000
26.5;0.54;0.458;0.0085;0.01;0.019;0.296;0.122;13;4.5;MR;2;7;4000
27.5;0.56;0.2963;0.0043;0.008;0.015;0.238;0.061;13;4.5;MR;2;7;4000
28.5;0.58;-0.0049;-0.0001;0.0061;0.011;0.18;-0.001;13;4.5;MR;2;7;4000
0.0;0.0;0.0;0.0904;0.0299;0.11;1.381;2.024;13;4.5;MR;2;7;5000
1.2;0.02;0.0589;0.0887;0.03;0.11;1.387;1.987;13;4.5;MR;2;7;5000
2.4;0.04;0.1152;0.0869;0.0301;0.11;1.39;1.946;13;4.5;MR;2;7;5000
3.7;0.06;0.1687;0.085;0.0302;0.11;1.392;1.904;13;4.5;MR;2;7;5000
4.9;0.08;0.2196;0.083;0.0302;0.11;1.392;1.858;13;4.5;MR;2;7;5000
6.1;0.1;0.2679;0.0808;0.0301;0.11;1.39;1.811;13;4.5;MR;2;7;5000
7.3;0.12;0.3135;0.0786;0.03;0.11;1.386;1.76;13;4.5;MR;2;7;5000
8.6;0.14;0.3566;0.0762;0.0299;0.109;1.379;1.708;13;4.5;MR;2;7;5000
9.8;0.16;0.3971;0.0738;0.0297;0.109;1.369;1.652;13;4.5;MR;2;7;5000
11.0;0.18;0.435;0.0712;0.0294;0.108;1.357;1.594;13;4.5;MR;2;7;5000
12.2;0.2;0.4703;0.0684;0.029;0.106;1.341;1.533;13;4.5;MR;2;7;5000
13.5;0.22;0.5031;0.0656;0.0286;0.105;1.322;1.47;13;4.5;MR;2;7;5000
14.7;0.24;0.5335;0.0627;0.0282;0.103;1.3;1.405;13;4.5;MR;2;7;5000
15.9;0.26;0.5614;0.0597;0.0276;0.101;1.274;1.337;13;4.5;MR;2;7;5000
17.1;0.28;0.5866;0.0566;0.027;0.099;1.245;1.268;13;4.5;MR;2;7;5000
18.4;0.3;0.6091;0.0534;0.0263;0.096;1.212;1.197;13;4.5;MR;2;7;5000
19.6;0.32;0.6292;0.0502;0.0255;0.093;1.176;1.124;13;4.5;MR;2;7;5000
20.8;0.34;0.6467;0.0468;0.0246;0.09;1.134;1.049;13;4.5;MR;2;7;5000
22.0;0.36;0.6616;0.0434;0.0236;0.086;1.087;0.972;13;4.5;MR;2;7;5000
23.3;0.38;0.6731;0.0399;0.0225;0.082;1.037;0.893;13;4.5;MR;2;7;5000
24.5;0.4;0.681;0.0362;0.0212;0.078;0.981;0.812;13;4.5;MR;2;7;5000
25.7;0.42;0.6853;0.0325;0.0199;0.073;0.919;0.729;13;4.5;MR;2;7;5000
26.9;0.44;0.6848;0.0287;0.0184;0.067;0.851;0.644;13;4.5;MR;2;7;5000
28.1;0.46;0.6775;0.0248;0.0168;0.062;0.777;0.557;13;4.5;MR;2;7;5000
29.4;0.48;0.6603;0.0209;0.0151;0.055;0.699;0.468;13;4.5;MR;2;7;5000
30.6;0.5;0.6272;0.0168;0.0134;0.049;0.618;0.377;13;4.5;MR;2;7;5000
31.8;0.52;0.57;0.0127;0.0116;0.042;0.534;0.285;13;4.5;MR;2;7;5000
